#Column	usrid	(A7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	probability	(F9.2)	Probability that master source and user source are a match	(cross_match.probability)	[""]	[stat.probability]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(E9.6)	Source position, ICRS right ascension	(master_source.ra)	["deg"]	[pos.eq.ra;meta.main]
#Column	dec	(E9.6)	Source position, ICRS declination	(master_source.dec)	["deg"]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F7.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source and/or background regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	sat_src_flag	(A5)	Source is saturated in all observations; source properties are unreliable	(master_source.sat_src_flag)	[""]	[]
#Column	streak_src_flag	(A5)	Source is located on an ACIS readout streak in all observations; source properties may be affected	(master_source.streak_src_flag)	[""]	[]
#Column	flux_aper_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_hilim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_lolim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_hilim_w)	["erg/s/cm^2"]	[]
#Column	detect_stack_id	(A24)	Detect stack identifier (designation of observation stack used for source detection) in the format '{acis|hrc}fJhhmmsss{+|-}ddmmss_nnn'	(stack_source.detect_stack_id)	[""]	[]
#Column	ra_stack	(F9.5)	Detect stack tangent plane reference position, ICRS right ascension	(stack_source.ra_stack)	["deg"]	[pos.eq.ra]
#Column	dec_stack	(F9.5)	Detect stack tangent plane reference position, ICRS declination	(stack_source.dec_stack)	["deg"]	[pos.eq.dec]
#Column	instrument	(A4)	Instrument used for the stacked observations; 'ACIS' or 'HRC'	(stack_source.instrument)	[""]	[]
#Column	grating	(A4)	Transmission grating used for the stacked observations; 'NONE', 'HETG', or 'LETG	(stack_source.grating)	[""]	[]
#Column	ascdsver	(A20)	Software version used to create the Level 3 detect stack event data file	(stack_source.ascdsver)	[""]	[]
#Column	caldbver	(A20)	Calibration database version used to calibrate the Level 3 detect stack event data file	(stack_source.caldbver)	[""]	[]
#Column	crdate	(A20)	Creation date/time of the Level 3 detect stack event data file, UTC	(stack_source.crdate)	[""]	[]
#Column	region_id	(I4)	Detection region identifier (component number)	(stack_source.region_id)	[""]	[]
#Column	ra	(F9.5)	Detection position, ICRS Right Ascension	(stack_source.ra)	["deg"]	[pos.eq.ra]
#Column	dec	(F9.5)	Detection position, ICRS Declination	(stack_source.dec)	["deg"]	[pos.eq.dec]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(stack_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(stack_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(stack_source.err_ellipse_ang)	["deg"]	[]
#Column	theta_mean	(F9.3)	Mean source region aperture off-axis angle from all stacked observations	(stack_source.theta_mean)	["arcmin"]	[]
#Column	flux_significance_b	(F9.2)	Significance of the stacked-observation detection determined from the ratio of the stacked-observation detection photon flux to the estimated error in the photon flux; ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_significance_b)	[""]	[]
#Column	detect_significance_b	(F9.2)	Significance of the stacked-observation detection computed by the stacked-observation detection algorithm; ACIS broad (0.5-7.0 keV) energy band	(stack_source.detect_significance_b)	[""]	[]
#Column	likelihood_b	(E9.6)	log likelihood of the stacked-observation detection computed by the Maximum Likelihood Estimator fit to the photon counts distribution; ACIS broad (0.5-7.0 keV) energy band	(stack_source.likelihood_b)	[""]	[]
#Column	photflux_aper_b	(E9.3)	Aperture-corrected detection net photon flux inferred from the source region aperture, calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(stack_source.photflux_aper_b)	["photon/s/cm^2"]	[]
#Column	photflux_aper_lolim_b	(E9.3)	Aperture-corrected detection net photon flux inferred from the source region aperture, calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.photflux_aper_lolim_b)	["photon/s/cm^2"]	[]
#Column	photflux_aper_hilim_b	(E9.3)	Aperture-corrected detection net photon flux inferred from the source region aperture, calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.photflux_aper_hilim_b)	["photon/s/cm^2"]	[]
#Column	flux_aper_b	(E9.3)	Aperture-corrected detection net energy flux inferred from the source region aperture, calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_aper_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_b	(E9.3)	Aperture-corrected detection net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_aper_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_b	(E9.3)	Aperture-corrected detection net energy flux inferred from the source region aperture, calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_aper_hilim_b)	["erg/s/cm^2"]	[]
#Column	src_cnts_aper90_b	(G9.5)	Aperture-corrected detection net counts inferred from the PSF 90% ECF aperture; ACIS broad (0.5-7.0 keV) energy band	(stack_source.src_cnts_aper90_b)	["count"]	[]
#Column	src_cnts_aper90_lolim_b	(G9.5)	Aperture-corrected detection net counts inferred from the PSF 90% ECF aperture (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.src_cnts_aper90_lolim_b)	["count"]	[]
#Column	src_cnts_aper90_hilim_b	(G9.5)	Aperture-corrected detection net counts inferred from the PSF 90% ECF aperture (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.src_cnts_aper90_hilim_b)	["count"]	[]
#Column	src_rate_aper90_b	(G9.5)	Aperture-corrected detection net count rate inferred from the PSF 90% ECF aperture; ACIS broad (0.5-7.0 keV) energy band	(stack_source.src_rate_aper90_b)	["count/s"]	[]
#Column	src_rate_aper90_lolim_b	(G9.5)	Aperture-corrected detection net count rate inferred from the PSF 90% ECF aperture (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.src_rate_aper90_lolim_b)	["count/s"]	[]
#Column	src_rate_aper90_hilim_b	(G9.5)	Aperture-corrected detection net count rate inferred from the PSF 90% ECF aperture (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.src_rate_aper90_hilim_b)	["count/s"]	[]
#Column	photflux_aper90_b	(E9.3)	Aperture-corrected detection net photon flux inferred from the PSF 90% ECF aperture, calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(stack_source.photflux_aper90_b)	["photon/s/cm^2"]	[]
#Column	photflux_aper90_lolim_b	(E9.3)	Aperture-corrected detection net photon flux inferred from the PSF 90% ECF aperture, calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.photflux_aper90_lolim_b)	["photon/s/cm^2"]	[]
#Column	photflux_aper90_hilim_b	(E9.3)	Aperture-corrected detection net photon flux inferred from the PSF 90% ECF aperture, calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.photflux_aper90_hilim_b)	["photon/s/cm^2"]	[]
#Column	flux_aper90_b	(E9.3)	Aperture-corrected detection net energy flux inferred from the PSF 90% ECF aperture, calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_aper90_b)	["erg/s/cm^2"]	[]
#Column	flux_aper90_lolim_b	(E9.3)	Aperture-corrected detection net energy flux inferred from the PSF 90% ECF aperture, calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_aper90_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper90_hilim_b	(E9.3)	Aperture-corrected detection net energy flux inferred from the PSF 90% ECF aperture, calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(stack_source.flux_aper90_hilim_b)	["erg/s/cm^2"]	[]
usrid	separation	probability	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	conf_flag	sat_src_flag	streak_src_flag	flux_aper_b	flux_aper_lolim_b	flux_aper_hilim_b	flux_aper_w	flux_aper_lolim_w	flux_aper_hilim_w	detect_stack_id	ra_stack	dec_stack	instrument	grating	ascdsver	caldbver	crdate	region_id	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	theta_mean	flux_significance_b	detect_significance_b	likelihood_b	photflux_aper_b	photflux_aper_lolim_b	photflux_aper_hilim_b	flux_aper_b	flux_aper_lolim_b	flux_aper_hilim_b	src_cnts_aper90_b	src_cnts_aper90_lolim_b	src_cnts_aper90_hilim_b	src_rate_aper90_b	src_rate_aper90_lolim_b	src_rate_aper90_hilim_b	photflux_aper90_b	photflux_aper90_lolim_b	photflux_aper90_hilim_b	flux_aper90_b	flux_aper90_lolim_b	flux_aper90_hilim_b
 rf0535	     2.28	     0.00	 2CXO J003147.4+003333	7.947710e+00	5.592084e-01	   1.26	     1.03	     86.6	     2.47	                TRUE	FALSE	FALSE	FALSE	1.652e-14	9.490e-15	2.320e-14	         	         	         	acisfJ0031353p003455_001	  7.89749	  0.58207	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-17T10:10:34	   9	  7.94771	  0.55921	     1.04	     0.74	     86.6	    3.311	     2.47	     5.53	2.419862e+01	3.927e-06	2.339e-06	5.515e-06	1.652e-14	9.490e-15	2.320e-14	   8.3064	   4.7992	   11.629	0.0012430	0.00071820	0.0017403	3.619e-06	2.091e-06	5.067e-06	1.560e-14	8.862e-15	2.233e-14
 rf0540	     0.19	     0.57	 2CXO J003913.4+005151	9.806001e+00	8.642924e-01	   0.81	     0.77	      4.2	    12.91	                TRUE	FALSE	FALSE	FALSE	5.244e-14	4.818e-14	5.645e-14	         	         	         	acisfJ0039236p005416_001	  9.84863	  0.90460	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-17T03:12:21	  12	  9.80600	  0.86429	     0.39	     0.29	      4.2	    3.520	    12.91	    33.43	5.790987e+02	1.682e-05	1.547e-05	1.808e-05	5.244e-14	4.818e-14	5.645e-14	   125.09	   112.14	   137.28	0.0034709	0.0031084	0.0038334	9.870e-06	8.839e-06	1.090e-05	3.814e-14	3.415e-14	4.214e-14
 rf0542	     0.58	     0.12	 2CXO J003917.8+005445	9.824310e+00	9.127625e-01	   0.90	     0.82	    151.8	     1.29	                TRUE	 TRUE	FALSE	FALSE	0.000e+00	0.000e+00	8.609e-16	         	         	         	acisfJ0039236p005416_001	  9.84863	  0.90460	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-17T03:12:21	  21	  9.82431	  0.91276	     0.56	     0.40	    151.8	    1.539	     1.04	     8.17	1.991666e+01	4.527e-07	1.886e-08	8.866e-07	0.000e+00	0.000e+00	8.609e-16	   9.1241	   4.8803	   13.368	0.00025331	0.00013549	0.00037113	6.941e-07	3.712e-07	1.017e-06	1.009e-15	5.046e-16	1.514e-15
 rf0542	     1.74	     0.00	 2CXO J003917.8+005444	9.824574e+00	9.124120e-01	   1.04	     0.90	    148.2	     1.95	            MARGINAL	 TRUE	FALSE	FALSE	1.650e-15	7.747e-16	2.526e-15	         	         	         	acisfJ0039236p005416_001	  9.84863	  0.90460	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-17T03:12:21	  20	  9.82457	  0.91241	     0.77	     0.55	    148.2	    1.517	     1.95	     6.01	1.173036e+01	1.001e-06	4.889e-07	1.513e-06	1.650e-15	7.747e-16	2.526e-15	   6.7745	   2.9887	   10.560	0.00018872	8.3260e-05	0.00029419	5.170e-07	2.281e-07	8.059e-07	7.290e-16	2.822e-16	1.152e-15
 rf0037	     2.95	     0.00	 2CXO J003934.7+005136	9.894657e+00	8.600169e-01	   1.24	     0.87	    102.2	     3.59	                TRUE	FALSE	FALSE	FALSE	2.824e-15	1.715e-15	3.883e-15	         	         	         	acisfJ0039236p005416_001	  9.84863	  0.90460	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-17T03:12:21	  31	  9.89466	  0.86002	     1.02	     0.50	    102.2	    3.844	     3.59	     7.52	2.917233e+01	1.618e-06	1.156e-06	2.057e-06	2.824e-15	1.715e-15	3.883e-15	   17.602	   12.321	   22.883	0.00049487	0.00035120	0.00063855	1.438e-06	1.021e-06	1.855e-06	3.009e-15	1.956e-15	4.012e-15
 rs0032	     1.00	     0.04	 2CXO J092002.1+010218	1.400092e+02	1.038375e+00	   1.20	     0.84	     15.6	     3.70	                TRUE	FALSE	FALSE	FALSE	2.217e-14	1.609e-14	2.789e-14	         	         	         	acisfJ0919592p010117_001	139.99699	  1.02156	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-27T00:52:06	  11	140.00915	  1.03837	     0.97	     0.45	     15.6	    1.245	     3.70	     6.32	1.296741e+01	1.168e-05	8.427e-06	1.475e-05	2.217e-14	1.609e-14	2.789e-14	   12.095	   7.9081	   16.281	0.0023806	0.0015566	0.0032047	6.540e-06	4.276e-06	8.804e-06	1.077e-14	7.043e-15	1.450e-14
 rs0032	     1.00	     0.04	 2CXO J092002.1+010218	1.400092e+02	1.038375e+00	   1.20	     0.84	     15.6	     3.70	                TRUE	FALSE	FALSE	FALSE	2.217e-14	1.609e-14	2.789e-14	         	         	         	acisfJ0919044p010643_001	139.76841	  1.11210	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-26T22:46:12	  38	140.00811	  1.03824	     2.61	     2.61	      0.0	   15.047	    16.27	    29.87	6.290939e+02	2.175e-04	2.041e-04	2.309e-04	3.388e-13	2.815e-13	3.928e-13	   281.77	   260.16	   303.37	 0.028363	 0.026188	 0.030538	1.150e-04	1.062e-04	1.238e-04	2.334e-13	2.086e-13	2.567e-13
 rs0032	     3.03	     0.16	2CXO J092002.3+010219X	1.400096e+02	1.038832e+00	   5.30	     5.30	      0.0	    11.72	                TRUE	     	     	FALSE	         	         	         	         	         	         	acisfJ0919592p010117_001	139.99699	  1.02156	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-27T00:52:06	9001	140.00961	  1.03883	     5.21	     5.21	      0.0	    1.283	    10.63	         	2.024031e+02	1.498e-04	1.352e-04	1.634e-04	1.707e-13	1.216e-13	2.175e-13	         	         	         	         	         	         	         	         	         	         	         	         
 rs1318	     1.61	     0.61	 2CXO J092546.8+021343	1.414454e+02	2.228860e+00	   7.76	     5.55	    175.7	     3.62	                TRUE	 TRUE	FALSE	FALSE	2.304e-14	2.764e-15	4.331e-14	         	         	         	acisfJ0924561p021916_001	141.23381	  2.32154	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-27T00:43:06	 140	141.44540	  2.22886	     7.72	     5.51	    175.7	   13.851	     3.62	    13.16	4.715906e+01	1.379e-05	9.879e-06	1.749e-05	5.042e-14	2.867e-14	7.118e-14	   77.519	   61.830	   93.207	0.0017993	0.0014351	0.0021634	8.845e-06	7.117e-06	1.057e-05	4.213e-14	3.202e-14	5.168e-14
 rs0133	     5.64	     0.00	 2CXO J094620.0+030249	1.465837e+02	3.047209e+00	   0.77	     0.76	    121.7	     3.17	                TRUE	FALSE	FALSE	FALSE	2.011e-14	1.365e-14	2.622e-14	         	         	         	acisfJ0946200p030332_001	146.58353	  3.05899	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-27T00:42:37	   7	146.58370	  3.04721	     0.29	     0.26	    121.7	    0.707	     3.17	     8.22	3.884978e+01	2.819e-06	1.929e-06	3.709e-06	2.011e-14	1.365e-14	2.622e-14	   13.793	   9.3595	   18.226	0.00092198	0.00062563	0.0012183	2.691e-06	1.826e-06	3.556e-06	2.005e-14	1.349e-14	2.624e-14
 rs0133	     2.59	     0.00	 2CXO J094620.1+030242	1.465839e+02	3.045245e+00	   0.78	     0.77	    115.3	     2.65	                TRUE	FALSE	FALSE	FALSE	8.601e-15	5.441e-15	1.176e-14	         	         	         	acisfJ0946200p030332_001	146.58353	  3.05899	ACIS	NONE	            CAT4.3.8	               4.6.7	 2015-04-27T00:42:37	   6	146.58392	  3.04524	     0.33	     0.29	    115.3	    0.825	     2.65	     5.51	2.136404e+01	2.059e-06	1.261e-06	2.815e-06	8.601e-15	5.441e-15	1.176e-14	   9.0981	   5.3402	   12.658	0.00060816	0.00035696	0.00084613	1.778e-06	1.044e-06	2.474e-06	8.017e-15	4.776e-15	1.109e-14
 rs0658	     1.28	     0.47	 2CXO J120406.0+015048	1.810250e+02	1.846775e+00	   4.35	     2.12	    160.4	     3.41	                TRUE	FALSE	FALSE	FALSE	0.000e+00	0.000e+00	2.053e-15	         	         	         	acisfJ1204308p015543_001	181.12838	  1.92864	ACIS	NONE	            CAT4.3.9	               4.6.7	 2015-05-09T01:56:09	  43	181.02503	  1.84678	     4.29	     2.00	    160.4	    7.908	     3.09	     5.03	1.764317e+01	3.788e-06	2.525e-06	4.981e-06	0.000e+00	0.000e+00	2.053e-15	   16.332	   10.333	   21.998	0.00054510	0.00034486	0.00073422	3.791e-06	2.640e-06	4.942e-06	3.434e-15	1.671e-15	5.197e-15
 rs0673	     5.30	     0.00	2CXO J120426.7+015348X	1.811113e+02	1.896746e+00	   1.94	     1.94	      0.0	   113.99	                TRUE	     	     	FALSE	         	         	         	         	         	         	acisfJ1204308p015543_001	181.12838	  1.92864	ACIS	NONE	            CAT4.3.9	               4.6.7	 2015-05-09T01:56:09	9001	181.11127	  1.89675	     1.81	     1.81	      0.0	    2.171	   113.99	         	2.358834e+04	2.695e-03	2.671e-03	2.718e-03	4.283e-12	4.233e-12	4.333e-12	         	         	         	         	         	         	         	         	         	         	         	         
 rs0954	     0.03	     0.92	 2CXO J130558.6+035723	1.964944e+02	3.956530e+00	   0.82	     0.82	      0.0	     6.54	                TRUE	FALSE	FALSE	FALSE	6.835e-15	5.737e-15	7.865e-15	         	         	         	acisfJ1306101p035703_001	196.54465	  3.95257	ACIS	NONE	           CAT4.3.10	               4.6.7	 2015-05-13T06:15:24	  35	196.49438	  3.95653	     0.42	     0.42	      0.0	    3.019	     6.54	    14.77	1.170584e+02	1.394e-06	1.181e-06	1.608e-06	6.835e-15	5.737e-15	7.865e-15	   42.033	   34.468	   49.598	0.00033664	0.00027401	0.00039927	9.396e-07	7.648e-07	1.114e-06	5.783e-15	4.719e-15	6.846e-15
 rs1036	     0.50	     0.09	 2CXO J132428.2+044629	2.011177e+02	4.774843e+00	   0.72	     0.71	      7.1	    11.44	                TRUE	FALSE	FALSE	FALSE	1.303e-13	1.190e-13	1.416e-13	         	         	         	acisfJ1324283p044618_001	201.11810	  4.77190	ACIS	NONE	           CAT4.3.10	               4.6.7	 2015-05-13T10:42:50	   4	201.11767	  4.77484	     0.10	     0.06	      7.1	    0.179	    11.44	    44.40	8.636495e+02	3.478e-05	3.174e-05	3.782e-05	1.303e-13	1.190e-13	1.416e-13	   172.34	   156.19	   187.48	 0.011588	 0.010502	 0.012606	3.225e-05	2.923e-05	3.508e-05	1.232e-13	1.116e-13	1.347e-13
 rs1138	     1.41	     0.00	 2CXO J133811.3+043054	2.045473e+02	4.515062e+00	   1.08	     0.86	    131.1	     2.59	            MARGINAL	FALSE	FALSE	FALSE	6.289e-16	2.761e-16	9.664e-16	         	         	         	acisfJ1338154p043226_001	204.56428	  4.54041	ACIS	NONE	           CAT4.3.10	               4.6.7	 2015-05-13T12:39:31	  13	204.54725	  4.51506	     0.81	     0.49	    131.1	    1.830	     2.59	     4.87	1.251166e+01	1.332e-07	8.040e-08	1.834e-07	1.970e-16	8.004e-17	3.140e-16	   9.4336	   5.6995	   13.168	4.0874e-05	2.4695e-05	5.7053e-05	1.236e-07	7.369e-08	1.735e-07	1.774e-16	7.733e-17	2.775e-16
